,Statistic Label,CensusYear,County,Sex,UNIT,VALUE
180,Population at Each Census,1847,Laois,Both sexes,Number,0
181,Population at Each Census,1847,Kilkenny,Both sexes,Number,0
182,Population at Each Census,1847,Kildare,Both sexes,Number,0
183,Population at Each Census,1847,Dublin,Both sexes,Number,0
184,Population at Each Census,1847,Carlow,Both sexes,Number,0
185,Population at Each Census,1847,State,Both sexes,Number,0
186,Population at Each Census,1847,Donegal,Both sexes,Number,0
187,Population at Each Census,1847,Wexford,Both sexes,Number,0
188,Population at Each Census,1847,Monaghan,Both sexes,Number,0
189,Population at Each Census,1848,Clare,Both sexes,Number,0
190,Population at Each Census,1848,Carlow,Both sexes,Number,0
191,Population at Each Census,1848,Monaghan,Both sexes,Number,0
192,Population at Each Census,1848,Donegal,Both sexes,Number,0
193,Population at Each Census,1848,Cavan,Both sexes,Number,0
194,Population at Each Census,1848,Sligo,Both sexes,Number,0
195,Population at Each Census,1848,Roscommon,Both sexes,Number,0
196,Population at Each Census,1848,Mayo,Both sexes,Number,0
197,Population at Each Census,1848,Leitrim,Both sexes,Number,0
198,Population at Each Census,1848,Waterford,Both sexes,Number,0
199,Population at Each Census,1848,Tipperary,Both sexes,Number,0
200,Population at Each Census,1848,Limerick,Both sexes,Number,0
201,Population at Each Census,1848,Kerry,Both sexes,Number,0
202,Population at Each Census,1848,Cork,Both sexes,Number,0
203,Population at Each Census,1848,Galway,Both sexes,Number,0
204,Population at Each Census,1848,Wicklow,Both sexes,Number,0
205,Population at Each Census,1848,State,Both sexes,Number,0
206,Population at Each Census,1848,Kildare,Both sexes,Number,0
207,Population at Each Census,1848,Kilkenny,Both sexes,Number,0
208,Population at Each Census,1848,Laois,Both sexes,Number,0
209,Population at Each Census,1848,Longford,Both sexes,Number,0
210,Population at Each Census,1848,Louth,Both sexes,Number,0
211,Population at Each Census,1848,Dublin,Both sexes,Number,0
212,Population at Each Census,1848,Offaly,Both sexes,Number,0
213,Population at Each Census,1848,Westmeath,Both sexes,Number,0
214,Population at Each Census,1848,Wexford,Both sexes,Number,0
215,Population at Each Census,1848,Meath,Both sexes,Number,0
216,Population at Each Census,1849,Cork,Both sexes,Number,0
217,Population at Each Census,1849,Kerry,Both sexes,Number,0
218,Population at Each Census,1849,Limerick,Both sexes,Number,0
219,Population at Each Census,1849,Tipperary,Both sexes,Number,0
220,Population at Each Census,1849,Waterford,Both sexes,Number,0
221,Population at Each Census,1849,Galway,Both sexes,Number,0
222,Population at Each Census,1849,Roscommon,Both sexes,Number,0
223,Population at Each Census,1849,Mayo,Both sexes,Number,0
224,Population at Each Census,1849,Sligo,Both sexes,Number,0
225,Population at Each Census,1849,Cavan,Both sexes,Number,0
226,Population at Each Census,1849,Donegal,Both sexes,Number,0
227,Population at Each Census,1849,Monaghan,Both sexes,Number,0
228,Population at Each Census,1849,Leitrim,Both sexes,Number,0
229,Population at Each Census,1849,Clare,Both sexes,Number,0
230,Population at Each Census,1849,Laois,Both sexes,Number,0
231,Population at Each Census,1849,Wexford,Both sexes,Number,0
232,Population at Each Census,1849,Wicklow,Both sexes,Number,0
233,Population at Each Census,1849,State,Both sexes,Number,0
234,Population at Each Census,1849,Carlow,Both sexes,Number,0
235,Population at Each Census,1849,Dublin,Both sexes,Number,0
236,Population at Each Census,1849,Kilkenny,Both sexes,Number,0
237,Population at Each Census,1849,Kildare,Both sexes,Number,0
238,Population at Each Census,1849,Longford,Both sexes,Number,0
239,Population at Each Census,1849,Louth,Both sexes,Number,0
240,Population at Each Census,1849,Meath,Both sexes,Number,0
241,Population at Each Census,1849,Offaly,Both sexes,Number,0
242,Population at Each Census,1849,Westmeath,Both sexes,Number,0
243,Population at Each Census,1850,Waterford,Both sexes,Number,0
244,Population at Each Census,1850,Limerick,Both sexes,Number,0
245,Population at Each Census,1850,Tipperary,Both sexes,Number,0
246,Population at Each Census,1850,Kerry,Both sexes,Number,0
247,Population at Each Census,1850,Galway,Both sexes,Number,0
248,Population at Each Census,1850,Monaghan,Both sexes,Number,0
249,Population at Each Census,1850,Mayo,Both sexes,Number,0
250,Population at Each Census,1850,Roscommon,Both sexes,Number,0
251,Population at Each Census,1850,Sligo,Both sexes,Number,0
252,Population at Each Census,1850,Cavan,Both sexes,Number,0
253,Population at Each Census,1850,Cork,Both sexes,Number,0
254,Population at Each Census,1850,Leitrim,Both sexes,Number,0
255,Population at Each Census,1850,Clare,Both sexes,Number,0
256,Population at Each Census,1850,Donegal,Both sexes,Number,0
257,Population at Each Census,1850,Wexford,Both sexes,Number,0
258,Population at Each Census,1850,Wicklow,Both sexes,Number,0
259,Population at Each Census,1850,Carlow,Both sexes,Number,0
260,Population at Each Census,1850,Dublin,Both sexes,Number,0
261,Population at Each Census,1850,Kildare,Both sexes,Number,0
262,Population at Each Census,1850,Kilkenny,Both sexes,Number,0
263,Population at Each Census,1850,State,Both sexes,Number,0
264,Population at Each Census,1850,Longford,Both sexes,Number,0
265,Population at Each Census,1850,Louth,Both sexes,Number,0
266,Population at Each Census,1850,Meath,Both sexes,Number,0
267,Population at Each Census,1850,Offaly,Both sexes,Number,0
268,Population at Each Census,1850,Westmeath,Both sexes,Number,0
269,Population at Each Census,1850,Laois,Both sexes,Number,0
270,Population at Each Census,1851,Westmeath,Both sexes,Number,111407
271,Population at Each Census,1851,Dublin,Both sexes,Number,405147
272,Population at Each Census,1851,Kildare,Both sexes,Number,95723
273,Population at Each Census,1851,Kilkenny,Both sexes,Number,158748
274,Population at Each Census,1851,Laois,Both sexes,Number,111664
275,Population at Each Census,1851,Longford,Both sexes,Number,82348
276,Population at Each Census,1851,Louth,Both sexes,Number,107662
277,Population at Each Census,1851,Meath,Both sexes,Number,140748
278,Population at Each Census,1851,Offaly,Both sexes,Number,112076
279,Population at Each Census,1851,Wexford,Both sexes,Number,180158
280,Population at Each Census,1851,Tipperary,Both sexes,Number,331567
281,Population at Each Census,1851,Clare,Both sexes,Number,212440
282,Population at Each Census,1851,Cork,Both sexes,Number,649308
283,Population at Each Census,1851,Kerry,Both sexes,Number,238254
284,Population at Each Census,1851,Limerick,Both sexes,Number,262132
285,Population at Each Census,1851,Carlow,Both sexes,Number,68078
286,Population at Each Census,1851,Waterford,Both sexes,Number,164035
287,Population at Each Census,1851,Galway,Both sexes,Number,321684
288,Population at Each Census,1851,Leitrim,Both sexes,Number,111897
289,Population at Each Census,1851,Mayo,Both sexes,Number,274499
290,Population at Each Census,1851,Roscommon,Both sexes,Number,173436
291,Population at Each Census,1851,Wicklow,Both sexes,Number,98979
292,Population at Each Census,1851,State,Both sexes,Number,5111557
293,Population at Each Census,1851,Cavan,Both sexes,Number,174071
294,Population at Each Census,1851,Donegal,Both sexes,Number,255158
295,Population at Each Census,1851,Monaghan,Both sexes,Number,141823
296,Population at Each Census,1851,Sligo,Both sexes,Number,128515
297,Population at Each Census,1852,Sligo,Both sexes,Number,0
298,Population at Each Census,1852,State,Both sexes,Number,0
299,Population at Each Census,1852,Carlow,Both sexes,Number,0
300,Population at Each Census,1852,Dublin,Both sexes,Number,0
301,Population at Each Census,1852,Kildare,Both sexes,Number,0
302,Population at Each Census,1852,Kilkenny,Both sexes,Number,0
303,Population at Each Census,1852,Laois,Both sexes,Number,0
304,Population at Each Census,1852,Longford,Both sexes,Number,0
305,Population at Each Census,1852,Louth,Both sexes,Number,0
306,Population at Each Census,1852,Meath,Both sexes,Number,0
307,Population at Each Census,1852,Offaly,Both sexes,Number,0
308,Population at Each Census,1852,Westmeath,Both sexes,Number,0
309,Population at Each Census,1852,Wexford,Both sexes,Number,0
310,Population at Each Census,1852,Wicklow,Both sexes,Number,0
311,Population at Each Census,1852,Clare,Both sexes,Number,0
312,Population at Each Census,1852,Cork,Both sexes,Number,0
313,Population at Each Census,1852,Kerry,Both sexes,Number,0
314,Population at Each Census,1852,Limerick,Both sexes,Number,0
315,Population at Each Census,1852,Tipperary,Both sexes,Number,0
316,Population at Each Census,1852,Waterford,Both sexes,Number,0
317,Population at Each Census,1852,Leitrim,Both sexes,Number,0
318,Population at Each Census,1852,Mayo,Both sexes,Number,0
319,Population at Each Census,1852,Monaghan,Both sexes,Number,0
320,Population at Each Census,1852,Donegal,Both sexes,Number,0
321,Population at Each Census,1852,Cavan,Both sexes,Number,0
322,Population at Each Census,1852,Roscommon,Both sexes,Number,0
323,Population at Each Census,1852,Galway,Both sexes,Number,0
324,Population at Each Census,1853,Laois,Both sexes,Number,0
325,Population at Each Census,1853,Cavan,Both sexes,Number,0
326,Population at Each Census,1853,State,Both sexes,Number,0
327,Population at Each Census,1853,Carlow,Both sexes,Number,0
328,Population at Each Census,1853,Dublin,Both sexes,Number,0
329,Population at Each Census,1853,Kildare,Both sexes,Number,0
330,Population at Each Census,1853,Kilkenny,Both sexes,Number,0
331,Population at Each Census,1853,Longford,Both sexes,Number,0
332,Population at Each Census,1853,Louth,Both sexes,Number,0
333,Population at Each Census,1853,Meath,Both sexes,Number,0
334,Population at Each Census,1853,Offaly,Both sexes,Number,0
335,Population at Each Census,1853,Westmeath,Both sexes,Number,0
336,Population at Each Census,1853,Donegal,Both sexes,Number,0
337,Population at Each Census,1853,Wexford,Both sexes,Number,0
338,Population at Each Census,1853,Cork,Both sexes,Number,0
339,Population at Each Census,1853,Kerry,Both sexes,Number,0
340,Population at Each Census,1853,Limerick,Both sexes,Number,0
341,Population at Each Census,1853,Tipperary,Both sexes,Number,0
342,Population at Each Census,1853,Waterford,Both sexes,Number,0
343,Population at Each Census,1853,Galway,Both sexes,Number,0
344,Population at Each Census,1853,Leitrim,Both sexes,Number,0
345,Population at Each Census,1853,Mayo,Both sexes,Number,0
346,Population at Each Census,1853,Roscommon,Both sexes,Number,0
347,Population at Each Census,1853,Sligo,Both sexes,Number,0
348,Population at Each Census,1853,Clare,Both sexes,Number,0
349,Population at Each Census,1853,Monaghan,Both sexes,Number,0
350,Population at Each Census,1853,Wicklow,Both sexes,Number,0
351,Population at Each Census,1854,Monaghan,Both sexes,Number,0
352,Population at Each Census,1854,Carlow,Both sexes,Number,0
353,Population at Each Census,1854,Dublin,Both sexes,Number,0
354,Population at Each Census,1854,Kildare,Both sexes,Number,0
355,Population at Each Census,1854,Kilkenny,Both sexes,Number,0
356,Population at Each Census,1854,Laois,Both sexes,Number,0
357,Population at Each Census,1854,Longford,Both sexes,Number,0
358,Population at Each Census,1854,Louth,Both sexes,Number,0
359,Population at Each Census,1854,Meath,Both sexes,Number,0
360,Population at Each Census,1854,Offaly,Both sexes,Number,0
361,Population at Each Census,1854,Westmeath,Both sexes,Number,0
362,Population at Each Census,1854,Wexford,Both sexes,Number,0
363,Population at Each Census,1854,Wicklow,Both sexes,Number,0
364,Population at Each Census,1854,Clare,Both sexes,Number,0
365,Population at Each Census,1854,Cork,Both sexes,Number,0
366,Population at Each Census,1854,Kerry,Both sexes,Number,0
367,Population at Each Census,1854,Limerick,Both sexes,Number,0
368,Population at Each Census,1854,Tipperary,Both sexes,Number,0
369,Population at Each Census,1854,Waterford,Both sexes,Number,0
370,Population at Each Census,1854,Galway,Both sexes,Number,0
371,Population at Each Census,1854,Leitrim,Both sexes,Number,0
372,Population at Each Census,1854,Mayo,Both sexes,Number,0
373,Population at Each Census,1854,Roscommon,Both sexes,Number,0
374,Population at Each Census,1854,Sligo,Both sexes,Number,0
375,Population at Each Census,1854,State,Both sexes,Number,0
376,Population at Each Census,1854,Cavan,Both sexes,Number,0
377,Population at Each Census,1854,Donegal,Both sexes,Number,0
378,Population at Each Census,1855,Dublin,Both sexes,Number,0
379,Population at Each Census,1855,Donegal,Both sexes,Number,0
380,Population at Each Census,1855,Cavan,Both sexes,Number,0
381,Population at Each Census,1855,Sligo,Both sexes,Number,0
382,Population at Each Census,1855,Roscommon,Both sexes,Number,0
383,Population at Each Census,1855,Mayo,Both sexes,Number,0
384,Population at Each Census,1855,Leitrim,Both sexes,Number,0
385,Population at Each Census,1855,Galway,Both sexes,Number,0
386,Population at Each Census,1855,Waterford,Both sexes,Number,0
387,Population at Each Census,1855,Tipperary,Both sexes,Number,0
388,Population at Each Census,1855,Limerick,Both sexes,Number,0
389,Population at Each Census,1855,Kerry,Both sexes,Number,0
390,Population at Each Census,1855,Cork,Both sexes,Number,0
391,Population at Each Census,1855,Clare,Both sexes,Number,0
392,Population at Each Census,1855,Wicklow,Both sexes,Number,0
393,Population at Each Census,1855,Wexford,Both sexes,Number,0
394,Population at Each Census,1855,Westmeath,Both sexes,Number,0
395,Population at Each Census,1855,Offaly,Both sexes,Number,0
396,Population at Each Census,1855,Meath,Both sexes,Number,0
397,Population at Each Census,1855,Louth,Both sexes,Number,0
398,Population at Each Census,1855,Longford,Both sexes,Number,0
399,Population at Each Census,1855,Laois,Both sexes,Number,0
400,Population at Each Census,1855,Kilkenny,Both sexes,Number,0
401,Population at Each Census,1855,Kildare,Both sexes,Number,0
402,Population at Each Census,1855,Carlow,Both sexes,Number,0
403,Population at Each Census,1855,State,Both sexes,Number,0
404,Population at Each Census,1855,Monaghan,Both sexes,Number,0
405,Population at Each Census,1856,Monaghan,Both sexes,Number,0
406,Population at Each Census,1856,Carlow,Both sexes,Number,0
407,Population at Each Census,1856,Dublin,Both sexes,Number,0
408,Population at Each Census,1856,Kildare,Both sexes,Number,0
409,Population at Each Census,1856,Kilkenny,Both sexes,Number,0
410,Population at Each Census,1856,Laois,Both sexes,Number,0
411,Population at Each Census,1856,Longford,Both sexes,Number,0
412,Population at Each Census,1856,Louth,Both sexes,Number,0
413,Population at Each Census,1856,Meath,Both sexes,Number,0
414,Population at Each Census,1856,Offaly,Both sexes,Number,0
415,Population at Each Census,1856,Westmeath,Both sexes,Number,0
416,Population at Each Census,1856,Wexford,Both sexes,Number,0
417,Population at Each Census,1856,Wicklow,Both sexes,Number,0
418,Population at Each Census,1856,Clare,Both sexes,Number,0
419,Population at Each Census,1856,Cork,Both sexes,Number,0
420,Population at Each Census,1856,Kerry,Both sexes,Number,0
421,Population at Each Census,1856,Limerick,Both sexes,Number,0
422,Population at Each Census,1856,Tipperary,Both sexes,Number,0
423,Population at Each Census,1856,Waterford,Both sexes,Number,0
424,Population at Each Census,1856,Galway,Both sexes,Number,0
425,Population at Each Census,1856,Leitrim,Both sexes,Number,0
426,Population at Each Census,1856,Mayo,Both sexes,Number,0
427,Population at Each Census,1856,Roscommon,Both sexes,Number,0
428,Population at Each Census,1856,Sligo,Both sexes,Number,0
429,Population at Each Census,1856,State,Both sexes,Number,0
430,Population at Each Census,1856,Cavan,Both sexes,Number,0
431,Population at Each Census,1856,Donegal,Both sexes,Number,0
432,Population at Each Census,1857,Donegal,Both sexes,Number,0
433,Population at Each Census,1857,Carlow,Both sexes,Number,0
434,Population at Each Census,1857,Dublin,Both sexes,Number,0
435,Population at Each Census,1857,Kildare,Both sexes,Number,0
436,Population at Each Census,1857,Kilkenny,Both sexes,Number,0
437,Population at Each Census,1857,Longford,Both sexes,Number,0
438,Population at Each Census,1857,Louth,Both sexes,Number,0
439,Population at Each Census,1857,Meath,Both sexes,Number,0
440,Population at Each Census,1857,Offaly,Both sexes,Number,0
441,Population at Each Census,1857,Westmeath,Both sexes,Number,0
442,Population at Each Census,1857,Wexford,Both sexes,Number,0
443,Population at Each Census,1857,Wicklow,Both sexes,Number,0
444,Population at Each Census,1857,Clare,Both sexes,Number,0
445,Population at Each Census,1857,Cork,Both sexes,Number,0
446,Population at Each Census,1857,Kerry,Both sexes,Number,0
447,Population at Each Census,1857,Limerick,Both sexes,Number,0
448,Population at Each Census,1857,Tipperary,Both sexes,Number,0
449,Population at Each Census,1857,Waterford,Both sexes,Number,0
450,Population at Each Census,1857,Galway,Both sexes,Number,0
451,Population at Each Census,1857,Leitrim,Both sexes,Number,0
452,Population at Each Census,1857,Mayo,Both sexes,Number,0
453,Population at Each Census,1857,Roscommon,Both sexes,Number,0
454,Population at Each Census,1857,Sligo,Both sexes,Number,0
455,Population at Each Census,1857,Cavan,Both sexes,Number,0
456,Population at Each Census,1857,Monaghan,Both sexes,Number,0
457,Population at Each Census,1857,State,Both sexes,Number,0
458,Population at Each Census,1857,Laois,Both sexes,Number,0
459,Population at Each Census,1858,Donegal,Both sexes,Number,0
460,Population at Each Census,1858,Carlow,Both sexes,Number,0
461,Population at Each Census,1858,Dublin,Both sexes,Number,0
462,Population at Each Census,1858,Kildare,Both sexes,Number,0
463,Population at Each Census,1858,Kilkenny,Both sexes,Number,0
464,Population at Each Census,1858,Laois,Both sexes,Number,0
465,Population at Each Census,1858,Longford,Both sexes,Number,0
466,Population at Each Census,1858,Louth,Both sexes,Number,0
467,Population at Each Census,1858,Meath,Both sexes,Number,0
468,Population at Each Census,1858,Offaly,Both sexes,Number,0
469,Population at Each Census,1858,Westmeath,Both sexes,Number,0
470,Population at Each Census,1858,Wexford,Both sexes,Number,0
471,Population at Each Census,1858,State,Both sexes,Number,0
472,Population at Each Census,1858,Wicklow,Both sexes,Number,0
473,Population at Each Census,1858,Cork,Both sexes,Number,0
474,Population at Each Census,1858,Kerry,Both sexes,Number,0
475,Population at Each Census,1858,Limerick,Both sexes,Number,0
476,Population at Each Census,1858,Tipperary,Both sexes,Number,0
477,Population at Each Census,1858,Waterford,Both sexes,Number,0
478,Population at Each Census,1858,Galway,Both sexes,Number,0
479,Population at Each Census,1858,Monaghan,Both sexes,Number,0
